Age Range,Covid Vacc Date,Black,Black total,Mixed,Mixed total,Other,Other total,South Asian,South Asian total,Unknown,Unknown total,White,White total
55-59,10/3/2021,9156,31038,4046,12306,6475,22344,25627,60228,37429,165452,461237,1221535
55-59,11/3/2021,9450,31038,4200,12306,6762,22344,26355,60228,39662,165452,480312,1221535
55-59,12/3/2021,9919,31038,4431,12306,7196,22344,27720,60228,43309,165452,510538,1221535
55-59,13/03/2021,10661,31038,4837,12306,7882,22344,29589,60228,48965,165452,561358,1221535
55-59,14/03/2021,10997,31038,5026,12306,8169,22344,30534,60228,52136,165452,588259,1221535
55-59,15/03/2021,11592,31038,5341,12306,8743,22344,32158,60228,58226,165452,635705,1221535
55-59,16/03/2021,12194,31038,5712,12306,9394,22344,33698,60228,65716,165452,689010,1221535
55-59,17/03/2021,12761,31038,6041,12306,9989,22344,35315,60228,72604,165452,737604,1221535
55-59,18/03/2021,13342,31038,6370,12306,10514,22344,36589,60228,79618,165452,785792,1221535
55-59,19/03/2021,14063,31038,6699,12306,11074,22344,38122,60228,87101,165452,838229,1221535
55-59,20/03/2021,14903,31038,7091,12306,11711,22344,39858,60228,95774,165452,899304,1221535
55-59,21/03/2021,15260,31038,7259,12306,12068,22344,40691,60228,100198,165452,927584,1221535
55-59,22/03/2021,15631,31038,7420,12306,12460,22344,41377,60228,104111,165452,951286,1221535
55-59,23/03/2021,15967,31038,7581,12306,12817,22344,42035,60228,107457,165452,972335,1221535
55-59,24/03/2021,16324,31038,7735,12306,13118,22344,42707,60228,110341,165452,990094,1221535
55-59,25/03/2021,16695,31038,7875,12306,13384,22344,43330,60228,112938,165452,1006292,1221535
55-59,26/03/2021,17059,31038,8029,12306,13629,22344,43974,60228,115836,165452,1023673,1221535
55-59,27/03/2021,17535,31038,8218,12306,13937,22344,44765,60228,119168,165452,1043091,1221535
55-59,28/03/2021,17752,31038,8344,12306,14140,22344,45164,60228,121135,165452,1054102,1221535
55-59,29/03/2021,17955,31038,8407,12306,14343,22344,45486,60228,122605,165452,1062320,1221535
55-59,30/03/2021,18137,31038,8484,12306,14511,22344,45822,60228,123788,165452,1069236,1221535
55-59,31/03/2021,18375,31038,8561,12306,14672,22344,46165,60228,124838,165452,1075851,1221535
55-59,1/4/2021,18501,31038,8603,12306,14770,22344,46403,60228,125580,165452,1080380,1221535
55-59,2/4/2021,18578,31038,8638,12306,14833,22344,46515,60228,126196,165452,1084069,1221535
55-59,3/4/2021,18704,31038,8673,12306,14910,22344,46704,60228,126840,165452,1088045,1221535
55-59,4/4/2021,18746,31038,8687,12306,14952,22344,46788,60228,127162,165452,1090068,1221535
55-59,5/4/2021,18767,31038,8694,12306,14980,22344,46837,60228,127274,165452,1090929,1221535
55-59,6/4/2021,18809,31038,8708,12306,15015,22344,46942,60228,127470,165452,1092238,1221535
55-59,7/4/2021,18879,31038,8722,12306,15064,22344,47061,60228,127715,165452,1093722,1221535
55-59,8/4/2021,18935,31038,8736,12306,15092,22344,47180,60228,127897,165452,1095010,1221535
55-59,9/4/2021,19012,31038,8757,12306,15127,22344,47313,60228,128170,165452,1096753,1221535
55-59,10/4/2021,19075,31038,8778,12306,15169,22344,47418,60228,128408,165452,1098489,1221535
55-59,11/4/2021,19117,31038,8785,12306,15190,22344,47474,60228,128506,165452,1099042,1221535
55-59,12/4/2021,19145,31038,8799,12306,15204,22344,47509,60228,128597,165452,1099546,1221535
55-59,13/04/2021,19173,31038,8806,12306,15225,22344,47551,60228,128688,165452,1100113,1221535
55-59,14/04/2021,19208,31038,8813,12306,15246,22344,47600,60228,128779,165452,1100652,1221535
55-59,15/04/2021,19236,31038,8827,12306,15267,22344,47663,60228,128870,165452,1101184,1221535
55-59,16/04/2021,19271,31038,8834,12306,15274,22344,47705,60228,128982,165452,1101758,1221535
55-59,17/04/2021,19313,31038,8848,12306,15302,22344,47768,60228,129080,165452,1102353,1221535
55-59,18/04/2021,19327,31038,8848,12306,15316,22344,47817,60228,129122,165452,1102633,1221535
55-59,19/04/2021,19348,31038,8862,12306,15337,22344,47845,60228,129178,165452,1102920,1221535
55-59,20/04/2021,19362,31038,8869,12306,15344,22344,47880,60228,129227,165452,1103221,1221535
55-59,21/04/2021,19390,31038,8876,12306,15365,22344,47901,60228,129297,165452,1103585,1221535
55-59,22/04/2021,19418,31038,8883,12306,15386,22344,47943,60228,129360,165452,1104012,1221535
55-59,23/04/2021,19446,31038,8890,12306,15407,22344,47985,60228,129430,165452,1104418,1221535
55-59,24/04/2021,19481,31038,8904,12306,15435,22344,48041,60228,129528,165452,1104880,1221535
55-59,25/04/2021,19502,31038,8904,12306,15442,22344,48069,60228,129577,165452,1105111,1221535
55-59,26/04/2021,19523,31038,8911,12306,15456,22344,48097,60228,129626,165452,1105398,1221535
55-59,27/04/2021,19544,31038,8918,12306,15484,22344,48132,60228,129696,165452,1105748,1221535
55-59,28/04/2021,19565,31038,8925,12306,15512,22344,48174,60228,129766,165452,1106063,1221535
55-59,29/04/2021,19593,31038,8939,12306,15526,22344,48216,60228,129829,165452,1106441,1221535
55-59,30/04/2021,19614,31038,8946,12306,15533,22344,48272,60228,129885,165452,1106812,1221535
55-59,1/5/2021,19635,31038,8953,12306,15547,22344,48307,60228,129955,165452,1107106,1221535
55-59,2/5/2021,19642,31038,8960,12306,15547,22344,48342,60228,129969,165452,1107260,1221535
55-59,3/5/2021,19656,31038,8960,12306,15554,22344,48356,60228,129983,165452,1107337,1221535
55-59,4/5/2021,19670,31038,8960,12306,15561,22344,48384,60228,130011,165452,1107533,1221535
55-59,5/5/2021,19691,31038,8967,12306,15575,22344,48419,60228,130067,165452,1107799,1221535
55-59,6/5/2021,19712,31038,8974,12306,15596,22344,48461,60228,130123,165452,1108135,1221535
55-59,7/5/2021,19740,31038,8981,12306,15617,22344,48496,60228,130186,165452,1108457,1221535
55-59,8/5/2021,19768,31038,8995,12306,15631,22344,48538,60228,130242,165452,1108835,1221535
55-59,9/5/2021,19782,31038,9002,12306,15645,22344,48566,60228,130277,165452,1109017,1221535
55-59,10/5/2021,19796,31038,9002,12306,15659,22344,48601,60228,130319,165452,1109234,1221535
55-59,11/5/2021,19817,31038,9009,12306,15673,22344,48657,60228,130389,165452,1109528,1221535
55-59,12/5/2021,19845,31038,9023,12306,15694,22344,48713,60228,130459,165452,1109976,1221535
55-59,13/05/2021,19887,31038,9030,12306,15708,22344,48776,60228,130550,165452,1110445,1221535
55-59,14/05/2021,19922,31038,9044,12306,15736,22344,48846,60228,130620,165452,1110844,1221535
55-59,15/05/2021,19957,31038,9058,12306,15750,22344,48944,60228,130718,165452,1111306,1221535
55-59,16/05/2021,19971,31038,9065,12306,15764,22344,48986,60228,130767,165452,1111551,1221535
55-59,17/05/2021,19992,31038,9065,12306,15771,22344,49028,60228,130788,165452,1111754,1221535
55-59,18/05/2021,20020,31038,9072,12306,15792,22344,49091,60228,130844,165452,1112090,1221535
55-59,19/05/2021,20041,31038,9086,12306,15827,22344,49182,60228,130935,165452,1112531,1221535
55-59,20/05/2021,20076,31038,9093,12306,15855,22344,49287,60228,131005,165452,1112993,1221535
55-59,21/05/2021,20104,31038,9100,12306,15862,22344,49336,60228,131068,165452,1113364,1221535
55-59,22/05/2021,20146,31038,9107,12306,15890,22344,49413,60228,131159,165452,1113791,1221535
55-59,23/05/2021,20167,31038,9114,12306,15897,22344,49462,60228,131201,165452,1113994,1221535
55-59,24/05/2021,20188,31038,9121,12306,15911,22344,49511,60228,131243,165452,1114197,1221535
55-59,25/05/2021,20209,31038,9135,12306,15925,22344,49574,60228,131299,165452,1114561,1221535
55-59,26/05/2021,20237,31038,9149,12306,15946,22344,49644,60228,131376,165452,1115009,1221535
55-59,27/05/2021,20272,31038,9163,12306,15967,22344,49728,60228,131467,165452,1115429,1221535
55-59,28/05/2021,20293,31038,9170,12306,15995,22344,49784,60228,131530,165452,1115786,1221535
55-59,29/05/2021,20328,31038,9177,12306,16016,22344,49868,60228,131607,165452,1116150,1221535
55-59,30/05/2021,20342,31038,9184,12306,16037,22344,49924,60228,131649,165452,1116346,1221535
55-59,31/05/2021,20356,31038,9184,12306,16044,22344,49959,60228,131670,165452,1116493,1221535
55-59,1/6/2021,20377,31038,9191,12306,16058,22344,49994,60228,131712,165452,1116731,1221535
55-59,2/6/2021,20398,31038,9198,12306,16065,22344,50043,60228,131754,165452,1117011,1221535
55-59,3/6/2021,20419,31038,9205,12306,16079,22344,50092,60228,131810,165452,1117333,1221535
55-59,4/6/2021,20461,31038,9205,12306,16093,22344,50141,60228,131859,165452,1117648,1221535
55-59,5/6/2021,20482,31038,9212,12306,16107,22344,50211,60228,131936,165452,1118054,1221535
55-59,6/6/2021,20496,31038,9219,12306,16121,22344,50246,60228,131978,165452,1118271,1221535
55-59,7/6/2021,20510,31038,9226,12306,16128,22344,50274,60228,132020,165452,1118481,1221535
55-59,8/6/2021,20524,31038,9233,12306,16149,22344,50309,60228,132055,165452,1118677,1221535
55-59,9/6/2021,20545,31038,9240,12306,16170,22344,50358,60228,132104,165452,1118929,1221535
55-59,10/6/2021,20566,31038,9240,12306,16177,22344,50400,60228,132160,165452,1119139,1221535
55-59,11/6/2021,20594,31038,9254,12306,16191,22344,50449,60228,132195,165452,1119398,1221535
55-59,12/6/2021,20622,31038,9261,12306,16212,22344,50512,60228,132251,165452,1119699,1221535
55-59,13/06/2021,20636,31038,9261,12306,16219,22344,50533,60228,132293,165452,1119853,1221535
55-59,14/06/2021,20657,31038,9261,12306,16233,22344,50561,60228,132328,165452,1120028,1221535
55-59,15/06/2021,20678,31038,9268,12306,16254,22344,50582,60228,132363,165452,1120210,1221535
55-59,16/06/2021,20692,31038,9275,12306,16261,22344,50624,60228,132398,165452,1120406,1221535
55-59,17/06/2021,20706,31038,9282,12306,16275,22344,50666,60228,132447,165452,1120581,1221535
55-59,18/06/2021,20741,31038,9289,12306,16289,22344,50708,60228,132482,165452,1120805,1221535
55-59,19/06/2021,20776,31038,9303,12306,16303,22344,50764,60228,132552,165452,1121071,1221535
55-59,20/06/2021,20790,31038,9310,12306,16303,22344,50792,60228,132573,165452,1121183,1221535
55-59,21/06/2021,20797,31038,9310,12306,16310,22344,50806,60228,132587,165452,1121267,1221535
55-59,22/06/2021,20818,31038,9317,12306,16331,22344,50834,60228,132622,165452,1121428,1221535
55-59,23/06/2021,20832,31038,9324,12306,16338,22344,50862,60228,132657,165452,1121575,1221535
55-59,24/06/2021,20832,31038,9324,12306,16338,22344,50862,60228,132657,165452,1121575,1221535
60-64,1/12/2020,0,19558,0,8015,0,16408,0,52675,0,135625,0,1046395
60-64,8/12/2020,0,19558,0,8015,0,16408,14,52675,14,135625,133,1046395
60-64,9/12/2020,0,19558,7,8015,0,16408,21,52675,42,135625,441,1046395
60-64,10/12/2020,7,19558,7,8015,14,16408,42,52675,77,135625,728,1046395
60-64,11/12/2020,14,19558,14,8015,14,16408,56,52675,105,135625,1008,1046395
60-64,12/12/2020,14,19558,14,8015,21,16408,70,52675,133,135625,1225,1046395
60-64,13/12/2020,21,19558,21,8015,21,16408,84,52675,154,135625,1421,1046395
60-64,14/12/2020,21,19558,21,8015,21,16408,98,52675,189,135625,1666,1046395
60-64,15/12/2020,28,19558,28,8015,35,16408,119,52675,231,135625,2058,1046395
60-64,16/12/2020,35,19558,35,8015,49,16408,140,52675,287,135625,2590,1046395
60-64,17/12/2020,42,19558,35,8015,56,16408,175,52675,371,135625,3304,1046395
60-64,18/12/2020,56,19558,42,8015,63,16408,224,52675,434,135625,3948,1046395
60-64,19/12/2020,63,19558,42,8015,70,16408,266,52675,497,135625,4543,1046395
60-64,20/12/2020,77,19558,49,8015,84,16408,315,52675,588,135625,5299,1046395
60-64,21/12/2020,91,19558,56,8015,91,16408,371,52675,679,135625,6258,1046395
60-64,22/12/2020,98,19558,70,8015,112,16408,434,52675,763,135625,7056,1046395
60-64,23/12/2020,112,19558,77,8015,133,16408,518,52675,854,135625,8134,1046395
60-64,24/12/2020,119,19558,77,8015,140,16408,553,52675,924,135625,8659,1046395
60-64,25/12/2020,119,19558,77,8015,140,16408,553,52675,924,135625,8659,1046395
60-64,26/12/2020,119,19558,77,8015,140,16408,560,52675,924,135625,8673,1046395
60-64,27/12/2020,119,19558,77,8015,140,16408,560,52675,931,135625,8834,1046395
60-64,28/12/2020,119,19558,77,8015,147,16408,567,52675,959,135625,9114,1046395
60-64,29/12/2020,133,19558,84,8015,154,16408,616,52675,1029,135625,9758,1046395
60-64,30/12/2020,161,19558,98,8015,182,16408,714,52675,1176,135625,11424,1046395
60-64,31/12/2020,182,19558,119,8015,196,16408,819,52675,1344,135625,12929,1046395
60-64,1/1/2021,189,19558,126,8015,196,16408,847,52675,1393,135625,13328,1046395
60-64,2/1/2021,196,19558,126,8015,203,16408,875,52675,1435,135625,13741,1046395
60-64,3/1/2021,203,19558,126,8015,210,16408,889,52675,1456,135625,14112,1046395
60-64,4/1/2021,210,19558,133,8015,224,16408,924,52675,1505,135625,14798,1046395
60-64,5/1/2021,231,19558,140,8015,245,16408,994,52675,1631,135625,16086,1046395
60-64,6/1/2021,266,19558,161,8015,273,16408,1085,52675,1827,135625,18032,1046395
60-64,7/1/2021,308,19558,189,8015,308,16408,1267,52675,2093,135625,20979,1046395
60-64,8/1/2021,357,19558,210,8015,343,16408,1463,52675,2366,135625,24024,1046395
60-64,9/1/2021,392,19558,231,8015,378,16408,1582,52675,2639,135625,26705,1046395
60-64,10/1/2021,406,19558,231,8015,385,16408,1659,52675,2800,135625,28119,1046395
60-64,11/1/2021,441,19558,252,8015,413,16408,1736,52675,3017,135625,30289,1046395
60-64,12/1/2021,497,19558,266,8015,434,16408,1848,52675,3290,135625,32942,1046395
60-64,13/01/2021,553,19558,287,8015,469,16408,1981,52675,3619,135625,36001,1046395
60-64,14/01/2021,630,19558,315,8015,504,16408,2121,52675,3969,135625,39522,1046395
60-64,15/01/2021,700,19558,350,8015,553,16408,2282,52675,4396,135625,43554,1046395
60-64,16/01/2021,749,19558,371,8015,588,16408,2450,52675,4725,135625,46998,1046395
60-64,17/01/2021,798,19558,392,8015,609,16408,2548,52675,4956,135625,49308,1046395
60-64,18/01/2021,840,19558,413,8015,630,16408,2653,52675,5201,135625,51982,1046395
60-64,19/01/2021,903,19558,441,8015,665,16408,2821,52675,5509,135625,55181,1046395
60-64,20/01/2021,959,19558,469,8015,700,16408,3017,52675,5810,135625,58688,1046395
60-64,21/01/2021,1022,19558,504,8015,749,16408,3199,52675,6195,135625,62272,1046395
60-64,22/01/2021,1127,19558,546,8015,798,16408,3451,52675,6587,135625,66682,1046395
60-64,23/01/2021,1176,19558,574,8015,819,16408,3619,52675,6923,135625,70308,1046395
60-64,24/01/2021,1204,19558,595,8015,854,16408,3738,52675,7126,135625,72583,1046395
60-64,25/01/2021,1260,19558,616,8015,875,16408,3857,52675,7336,135625,74914,1046395
60-64,26/01/2021,1323,19558,637,8015,910,16408,4004,52675,7609,135625,77672,1046395
60-64,27/01/2021,1407,19558,665,8015,945,16408,4172,52675,7854,135625,80325,1046395
60-64,28/01/2021,1463,19558,686,8015,980,16408,4333,52675,8092,135625,83202,1046395
60-64,29/01/2021,1547,19558,707,8015,1015,16408,4543,52675,8400,135625,86639,1046395
60-64,30/01/2021,1610,19558,728,8015,1050,16408,4711,52675,8582,135625,89411,1046395
60-64,31/01/2021,1638,19558,742,8015,1078,16408,4865,52675,8785,135625,91406,1046395
60-64,1/2/2021,1694,19558,756,8015,1113,16408,4991,52675,8967,135625,93296,1046395
60-64,2/2/2021,1750,19558,777,8015,1148,16408,5215,52675,9170,135625,95522,1046395
60-64,3/2/2021,1827,19558,805,8015,1176,16408,5439,52675,9366,135625,98147,1046395
60-64,4/2/2021,1911,19558,833,8015,1218,16408,5670,52675,9597,135625,101157,1046395
60-64,5/2/2021,1988,19558,868,8015,1274,16408,5950,52675,9835,135625,104090,1046395
60-64,6/2/2021,2044,19558,889,8015,1316,16408,6209,52675,10059,135625,107058,1046395
60-64,7/2/2021,2079,19558,910,8015,1351,16408,6370,52675,10220,135625,108829,1046395
60-64,8/2/2021,2128,19558,924,8015,1372,16408,6524,52675,10346,135625,110495,1046395
60-64,9/2/2021,2184,19558,945,8015,1414,16408,6825,52675,10556,135625,112966,1046395
60-64,10/2/2021,2282,19558,994,8015,1498,16408,7483,52675,10850,135625,116837,1046395
60-64,11/2/2021,2401,19558,1050,8015,1624,16408,8288,52675,11312,135625,122906,1046395
60-64,12/2/2021,2576,19558,1127,8015,1799,16408,9268,52675,11879,135625,131740,1046395
60-64,13/02/2021,2737,19558,1211,8015,1939,16408,10066,52675,12565,135625,142107,1046395
60-64,14/02/2021,2835,19558,1253,8015,2030,16408,10598,52675,12922,135625,146594,1046395
60-64,15/02/2021,2926,19558,1309,8015,2114,16408,11151,52675,13335,135625,151417,1046395
60-64,16/02/2021,3129,19558,1407,8015,2317,16408,12026,52675,14518,135625,168056,1046395
60-64,17/02/2021,3367,19558,1561,8015,2611,16408,13272,52675,16443,135625,196602,1046395
60-64,18/02/2021,3577,19558,1708,8015,2828,16408,14399,52675,18340,135625,221942,1046395
60-64,19/02/2021,3773,19558,1806,8015,3059,16408,15379,52675,19642,135625,241479,1046395
60-64,20/02/2021,3948,19558,1911,8015,3220,16408,16226,52675,21119,135625,261681,1046395
60-64,21/02/2021,4060,19558,1960,8015,3318,16408,16730,52675,21623,135625,268471,1046395
60-64,22/02/2021,4186,19558,2016,8015,3423,16408,17269,52675,22225,135625,276024,1046395
60-64,23/02/2021,4431,19558,2121,8015,3626,16408,18326,52675,23597,135625,294889,1046395
60-64,24/02/2021,4704,19558,2282,8015,3906,16408,19649,52675,26250,135625,324835,1046395
60-64,25/02/2021,5047,19558,2464,8015,4228,16408,21168,52675,29589,135625,359317,1046395
60-64,26/02/2021,5439,19558,2639,8015,4641,16408,22701,52675,33222,135625,398629,1046395
60-64,27/02/2021,5782,19558,2828,8015,4949,16408,23989,52675,36372,135625,429534,1046395
60-64,28/02/2021,5936,19558,2926,8015,5138,16408,24661,52675,38402,135625,447153,1046395
60-64,1/3/2021,6069,19558,3003,8015,5285,16408,25207,52675,40537,135625,464807,1046395
60-64,2/3/2021,6230,19558,3101,8015,5544,16408,25893,52675,43197,135625,486836,1046395
60-64,3/3/2021,6482,19558,3248,8015,5838,16408,27013,52675,46809,135625,515214,1046395
60-64,4/3/2021,6846,19558,3444,8015,6209,16408,28308,52675,51569,135625,555296,1046395
60-64,5/3/2021,7231,19558,3668,8015,6629,16408,29624,52675,56322,135625,594258,1046395
60-64,6/3/2021,7721,19558,3920,8015,7119,16408,31150,52675,61271,135625,635047,1046395
60-64,7/3/2021,7896,19558,4011,8015,7308,16408,31815,52675,63910,135625,654332,1046395
60-64,8/3/2021,8120,19558,4137,8015,7574,16408,32690,52675,67046,135625,677740,1046395
60-64,9/3/2021,8393,19558,4249,8015,7882,16408,33565,52675,69832,135625,698327,1046395
60-64,10/3/2021,8624,19558,4375,8015,8169,16408,34314,52675,72919,135625,718991,1046395
60-64,11/3/2021,8862,19558,4494,8015,8435,16408,34937,52675,75873,135625,739130,1046395
60-64,12/3/2021,9198,19558,4662,8015,8722,16408,35693,52675,79793,135625,766325,1046395
60-64,13/03/2021,9618,19558,4886,8015,9093,16408,36785,52675,84658,135625,800912,1046395
60-64,14/03/2021,9828,19558,4977,8015,9317,16408,37275,52675,87199,135625,818741,1046395
60-64,15/03/2021,10087,19558,5082,8015,9590,16408,37933,52675,89985,135625,838124,1046395
60-64,16/03/2021,10304,19558,5180,8015,9800,16408,38374,52675,92547,135625,854728,1046395
60-64,17/03/2021,10493,19558,5264,8015,9975,16408,38885,52675,94647,135625,868371,1046395
60-64,18/03/2021,10696,19558,5355,8015,10150,16408,39305,52675,96789,135625,882343,1046395
60-64,19/03/2021,10920,19558,5467,8015,10325,16408,39725,52675,99134,135625,897239,1046395
60-64,20/03/2021,11172,19558,5544,8015,10514,16408,40194,52675,101598,135625,913675,1046395
60-64,21/03/2021,11256,19558,5586,8015,10626,16408,40418,52675,102725,135625,920325,1046395
60-64,22/03/2021,11368,19558,5635,8015,10745,16408,40628,52675,103628,135625,925967,1046395
60-64,23/03/2021,11480,19558,5670,8015,10836,16408,40852,52675,104440,135625,930755,1046395
60-64,24/03/2021,11585,19558,5705,8015,10927,16408,41139,52675,105252,135625,935606,1046395
60-64,25/03/2021,11704,19558,5747,8015,11032,16408,41363,52675,105966,135625,940086,1046395
60-64,26/03/2021,11830,19558,5803,8015,11109,16408,41629,52675,106778,135625,944762,1046395
60-64,27/03/2021,12005,19558,5845,8015,11228,16408,41937,52675,107653,135625,950292,1046395
60-64,28/03/2021,12082,19558,5873,8015,11298,16408,42084,52675,108129,135625,952826,1046395
60-64,29/03/2021,12166,19558,5901,8015,11368,16408,42266,52675,108514,135625,955080,1046395
60-64,30/03/2021,12229,19558,5929,8015,11424,16408,42413,52675,108850,135625,957152,1046395
60-64,31/03/2021,12334,19558,5943,8015,11466,16408,42588,52675,109165,135625,958909,1046395
60-64,1/4/2021,12404,19558,5957,8015,11494,16408,42693,52675,109368,135625,959987,1046395
60-64,2/4/2021,12418,19558,5964,8015,11522,16408,42749,52675,109501,135625,960638,1046395
60-64,3/4/2021,12453,19558,5978,8015,11536,16408,42805,52675,109634,135625,961450,1046395
60-64,4/4/2021,12474,19558,5978,8015,11543,16408,42840,52675,109690,135625,961807,1046395
60-64,5/4/2021,12481,19558,5985,8015,11550,16408,42861,52675,109711,135625,962003,1046395
60-64,6/4/2021,12495,19558,5992,8015,11564,16408,42917,52675,109774,135625,962444,1046395
60-64,7/4/2021,12523,19558,5999,8015,11578,16408,42994,52675,109886,135625,963123,1046395
60-64,8/4/2021,12558,19558,6006,8015,11599,16408,43043,52675,109984,135625,963865,1046395
60-64,9/4/2021,12600,19558,6013,8015,11627,16408,43134,52675,110089,135625,964642,1046395
60-64,10/4/2021,12628,19558,6027,8015,11641,16408,43211,52675,110187,135625,965258,1046395
60-64,11/4/2021,12649,19558,6034,8015,11655,16408,43253,52675,110229,135625,965503,1046395
60-64,12/4/2021,12663,19558,6034,8015,11662,16408,43274,52675,110264,135625,965769,1046395
60-64,13/04/2021,12677,19558,6041,8015,11669,16408,43309,52675,110313,135625,966042,1046395
60-64,14/04/2021,12691,19558,6041,8015,11683,16408,43337,52675,110362,135625,966294,1046395
60-64,15/04/2021,12705,19558,6048,8015,11683,16408,43386,52675,110404,135625,966546,1046395
60-64,16/04/2021,12719,19558,6048,8015,11690,16408,43414,52675,110453,135625,966826,1046395
60-64,17/04/2021,12733,19558,6055,8015,11704,16408,43463,52675,110502,135625,967120,1046395
60-64,18/04/2021,12740,19558,6055,8015,11711,16408,43491,52675,110523,135625,967239,1046395
60-64,19/04/2021,12754,19558,6062,8015,11718,16408,43512,52675,110551,135625,967400,1046395
60-64,20/04/2021,12768,19558,6062,8015,11725,16408,43533,52675,110579,135625,967561,1046395
60-64,21/04/2021,12782,19558,6069,8015,11739,16408,43561,52675,110600,135625,967771,1046395
60-64,22/04/2021,12789,19558,6069,8015,11746,16408,43589,52675,110635,135625,967981,1046395
60-64,23/04/2021,12803,19558,6069,8015,11760,16408,43617,52675,110677,135625,968212,1046395
60-64,24/04/2021,12817,19558,6076,8015,11767,16408,43645,52675,110712,135625,968450,1046395
60-64,25/04/2021,12824,19558,6083,8015,11767,16408,43666,52675,110733,135625,968597,1046395
60-64,26/04/2021,12831,19558,6083,8015,11774,16408,43687,52675,110768,135625,968730,1046395
60-64,27/04/2021,12845,19558,6083,8015,11781,16408,43708,52675,110796,135625,968905,1046395
60-64,28/04/2021,12859,19558,6090,8015,11788,16408,43729,52675,110824,135625,969087,1046395
60-64,29/04/2021,12866,19558,6090,8015,11795,16408,43757,52675,110852,135625,969297,1046395
60-64,30/04/2021,12880,19558,6097,8015,11795,16408,43785,52675,110880,135625,969493,1046395
60-64,1/5/2021,12887,19558,6104,8015,11802,16408,43806,52675,110908,135625,969654,1046395
60-64,2/5/2021,12894,19558,6104,8015,11802,16408,43820,52675,110922,135625,969724,1046395
60-64,3/5/2021,12901,19558,6104,8015,11809,16408,43827,52675,110929,135625,969773,1046395
60-64,4/5/2021,12908,19558,6111,8015,11816,16408,43841,52675,110943,135625,969885,1046395
60-64,5/5/2021,12915,19558,6111,8015,11823,16408,43869,52675,110971,135625,970039,1046395
60-64,6/5/2021,12929,19558,6111,8015,11830,16408,43897,52675,110999,135625,970270,1046395
60-64,7/5/2021,12943,19558,6118,8015,11844,16408,43925,52675,111027,135625,970487,1046395
60-64,8/5/2021,12957,19558,6118,8015,11858,16408,43953,52675,111055,135625,970704,1046395
60-64,9/5/2021,12964,19558,6125,8015,11865,16408,43960,52675,111069,135625,970816,1046395
60-64,10/5/2021,12971,19558,6125,8015,11865,16408,43981,52675,111090,135625,970935,1046395
60-64,11/5/2021,12985,19558,6132,8015,11879,16408,44016,52675,111118,135625,971117,1046395
60-64,12/5/2021,13013,19558,6139,8015,11893,16408,44058,52675,111153,135625,971390,1046395
60-64,13/05/2021,13048,19558,6139,8015,11907,16408,44107,52675,111195,135625,971691,1046395
60-64,14/05/2021,13069,19558,6146,8015,11928,16408,44149,52675,111237,135625,971992,1046395
60-64,15/05/2021,13090,19558,6146,8015,11942,16408,44205,52675,111279,135625,972300,1046395
60-64,16/05/2021,13104,19558,6146,8015,11956,16408,44233,52675,111307,135625,972454,1046395
60-64,17/05/2021,13118,19558,6153,8015,11963,16408,44261,52675,111328,135625,972657,1046395
60-64,18/05/2021,13132,19558,6153,8015,11970,16408,44303,52675,111349,135625,972888,1046395
60-64,19/05/2021,13146,19558,6160,8015,11984,16408,44359,52675,111398,135625,973210,1046395
60-64,20/05/2021,13160,19558,6167,8015,12005,16408,44422,52675,111447,135625,973560,1046395
60-64,21/05/2021,13174,19558,6174,8015,12019,16408,44464,52675,111503,135625,973889,1046395
60-64,22/05/2021,13195,19558,6174,8015,12026,16408,44520,52675,111545,135625,974204,1046395
60-64,23/05/2021,13209,19558,6174,8015,12033,16408,44548,52675,111573,135625,974372,1046395
60-64,24/05/2021,13230,19558,6181,8015,12040,16408,44576,52675,111594,135625,974561,1046395
60-64,25/05/2021,13237,19558,6181,8015,12054,16408,44625,52675,111615,135625,974778,1046395
60-64,26/05/2021,13258,19558,6181,8015,12075,16408,44674,52675,111650,135625,975023,1046395
60-64,27/05/2021,13279,19558,6195,8015,12082,16408,44716,52675,111692,135625,975275,1046395
60-64,28/05/2021,13307,19558,6195,8015,12096,16408,44758,52675,111734,135625,975492,1046395
60-64,29/05/2021,13321,19558,6202,8015,12117,16408,44814,52675,111776,135625,975695,1046395
60-64,30/05/2021,13328,19558,6209,8015,12131,16408,44842,52675,111797,135625,975821,1046395
60-64,31/05/2021,13342,19558,6209,8015,12138,16408,44863,52675,111811,135625,975912,1046395
60-64,1/6/2021,13349,19558,6209,8015,12145,16408,44884,52675,111825,135625,976038,1046395
60-64,2/6/2021,13356,19558,6216,8015,12159,16408,44905,52675,111846,135625,976164,1046395
60-64,3/6/2021,13370,19558,6223,8015,12166,16408,44947,52675,111874,135625,976339,1046395
60-64,4/6/2021,13384,19558,6223,8015,12173,16408,44975,52675,111888,135625,976486,1046395
60-64,5/6/2021,13398,19558,6230,8015,12187,16408,45024,52675,111909,135625,976647,1046395
60-64,6/6/2021,13405,19558,6230,8015,12194,16408,45045,52675,111930,135625,976731,1046395
60-64,7/6/2021,13412,19558,6237,8015,12201,16408,45073,52675,111944,135625,976829,1046395
60-64,8/6/2021,13419,19558,6237,8015,12215,16408,45087,52675,111958,135625,976927,1046395
60-64,9/6/2021,13433,19558,6244,8015,12222,16408,45122,52675,111986,135625,977074,1046395
